ID,Title,Authors,Abstract,Keywords,Journal,Publication_Date,Year,DOI,URL,Source,Country,Language
journals/corr/abs-2404-18077,Generative AI for Low-Carbon Artificial Intelligence of Things.,Jinbo Wen;Ruichen Zhang;Dusit Niyato;Jiawen Kang 0001;Hongyang Du;Yang Zhang 0025;Zhu Han 0001,,,CoRR,,2024,10.48550/ARXIV.2404.18077,https://doi.org/10.48550/arXiv.2404.18077,DBLP,,
journals/corr/abs-2404-18550,IncidentResponseGPT: Generating Traffic Incident Response Plans with Generative Artificial Intelligence.,Artur Grigorev 0001;Khaled Saleh;Yuming Ou,,,CoRR,,2024,10.48550/ARXIV.2404.18550,https://doi.org/10.48550/arXiv.2404.18550,DBLP,,
journals/corr/abs-2405-00995,Not a Swiss Army Knife: Academics&apos; Perceptions of Trade-Offs Around Generative Artificial Intelligence Use.,Afsaneh Razi;Layla Bouzoubaa;Aria Pessianzadeh;John S. Seberger;Rezvaneh Rezapour,,,CoRR,,2024,10.48550/ARXIV.2405.00995,https://doi.org/10.48550/arXiv.2405.00995,DBLP,,
journals/corr/abs-2405-11612,Sociotechnical Implications of Generative Artificial Intelligence for Information Access.,Bhaskar Mitra 0001;Henriette Cramer;Olya Gurevich,,,CoRR,,2024,10.48550/ARXIV.2405.11612,https://doi.org/10.48550/arXiv.2405.11612,DBLP,,
journals/corr/abs-2405-15406,A Misleading Gallery of Fluid Motion by Generative Artificial Intelligence.,,,,CoRR,,2024,10.48550/ARXIV.2405.15406,https://doi.org/10.48550/arXiv.2405.15406,DBLP,,
journals/corr/abs-2406-01862,Charting the Landscape of Nefarious Uses of Generative Artificial Intelligence for Online Election Interference.,,,,CoRR,,2024,10.48550/ARXIV.2406.01862,https://doi.org/10.48550/arXiv.2406.01862,DBLP,,
journals/corr/abs-2406-10557,Explain the Black Box for the Sake of Science: Revisiting the Scientific Method in the Era of Generative Artificial Intelligence.,,,,CoRR,,2024,10.48550/ARXIV.2406.10557,https://doi.org/10.48550/arXiv.2406.10557,DBLP,,
journals/corr/abs-2406-12296,Generative Artificial Intelligence-Guided User Studies: An Application for Air Taxi Services.,Shengdi Xiao;Jingjing Li;Tatsuki Fushimi;Yoichi Ochiai,,,CoRR,,2024,10.48550/ARXIV.2406.12296,https://doi.org/10.48550/arXiv.2406.12296,DBLP,,
journals/corr/abs-2406-12449,Retrieval-Augmented Generation for Generative Artificial Intelligence in Medicine.,Rui Yang 0016;Yilin Ning;Emilia Keppo;Mingxuan Liu;Chuan Hong;Danielle S. Bitterman;Jasmine Chiat Ling Ong;Daniel Shu Wei Ting;Nan Liu 0003,,,CoRR,,2024,10.48550/ARXIV.2406.12449,https://doi.org/10.48550/arXiv.2406.12449,DBLP,,
journals/corr/abs-2406-14769,How critically can an AI think? A framework for evaluating the quality of thinking of generative artificial intelligence.,Luke Zaphir;Jason M. Lodge;Jacinta Lisec;Dom McGrath;Hassan Khosravi,,,CoRR,,2024,10.48550/ARXIV.2406.14769,https://doi.org/10.48550/arXiv.2406.14769,DBLP,,
journals/corr/abs-2406-18247,Generative artificial intelligence in ophthalmology: multimodal retinal images for the diagnosis of Alzheimer&apos;s disease with convolutional neural networks.,I. R. Slootweg;M. Thach;K. R. Curro-Tafili;F. D. Verbraak;F. H. Bouwman;Y. A. L. Pijnenburg;J. F. Boer;J. H. P. de Kwisthout;L. Bagheriye;P. J. González,,,CoRR,,2024,10.48550/ARXIV.2406.18247,https://doi.org/10.48550/arXiv.2406.18247,DBLP,,
journals/corr/abs-2407-01556,A Taxonomy of the Biases of the Images created by Generative Artificial Intelligence.,Adriana Fernández de Caleya Vázquez;Eduardo C. Garrido-Merchán,,,CoRR,,2024,10.48550/ARXIV.2407.01556,https://doi.org/10.48550/arXiv.2407.01556,DBLP,,
journals/corr/abs-2407-04882,Improving ensemble extreme precipitation forecasts using generative artificial intelligence.,Yingkai Sha;Ryan A. Sobash;David John Gagne II,,,CoRR,,2024,10.48550/ARXIV.2407.04882,https://doi.org/10.48550/arXiv.2407.04882,DBLP,,
journals/corr/abs-2407-09013,Procedural Content Generation via Generative Artificial Intelligence.,Xinyu Mao;Wanli Yu;Kazunori D. Yamada;Michael R. Zielewski,,,CoRR,,2024,10.48550/ARXIV.2407.09013,https://doi.org/10.48550/arXiv.2407.09013,DBLP,,
journals/corr/abs-2407-10554,Beyond Generative Artificial Intelligence: Roadmap for Natural Language Generation.,María Miró Maestre;Iván Martínez-Murillo;Tania Josephine Martin;Borja Navarro-Colorado;Antonio Ferrández;Armando Suárez Cueto;Elena Lloret,,,CoRR,,2024,10.48550/ARXIV.2407.10554,https://doi.org/10.48550/arXiv.2407.10554,DBLP,,
journals/corr/abs-2407-12004,"An investigation into the scientific landscape of the conversational and generative artificial intelligence, and human-chatbot interaction in education and research.",Ikpe Justice Akpan;Yawo Mamoua Kobara;Josiah Owolabi;Asuama Akpam;Onyebuchi Felix Offodile,,,CoRR,,2024,10.48550/ARXIV.2407.12004,https://doi.org/10.48550/arXiv.2407.12004,DBLP,,
journals/corr/abs-2407-16902,The Potential and Perils of Generative Artificial Intelligence for Quality Improvement and Patient Safety.,Laleh Jalilian;Daniel McDuff;Achuta Kadambi,,,CoRR,,2024,10.48550/ARXIV.2407.16902,https://doi.org/10.48550/arXiv.2407.16902,DBLP,,
journals/corr/abs-2407-17532,Generative artificial intelligence in dentistry: Current approaches and future challenges.,Fabián Villena;Claudia Véliz;Rosario García-Huidobro;Sebastián Aguayo,,,CoRR,,2024,10.48550/ARXIV.2407.17532,https://doi.org/10.48550/arXiv.2407.17532,DBLP,,
journals/corr/abs-2407-19088,Unpopular Opinion: Generative Artificial Intelligence Is Not Eroding Academic Integrity.,Myles Joshua Toledo Tan;Nicholle Mae Amor Tan Maravilla,,,CoRR,,2024,10.48550/ARXIV.2407.19088,https://doi.org/10.48550/arXiv.2407.19088,DBLP,,
journals/corr/abs-2408-02811,Development of REGAI: Rubric Enabled Generative Artificial Intelligence.,Zach Johnson;Jeremy Straub,,,CoRR,,2024,10.48550/ARXIV.2408.02811,https://doi.org/10.48550/arXiv.2408.02811,DBLP,,
journals/corr/abs-2408-07860,A Novel Generative Artificial Intelligence Method for Interference Study on Multiplex Brightfield Immunohistochemistry Images.,Satarupa Mukherjee;Jim Martin;Yao Nie,,,CoRR,,2024,10.48550/ARXIV.2408.07860,https://doi.org/10.48550/arXiv.2408.07860,DBLP,,
journals/corr/abs-2408-12143,Promises and challenges of generative artificial intelligence for human learning.,Lixiang Yan;Samuel Greiff;Ziwen Teuber;Dragan Gasevic,,,CoRR,,2024,10.48550/ARXIV.2408.12143,https://doi.org/10.48550/arXiv.2408.12143,DBLP,,
journals/corr/abs-2409-03118,Generative artificial intelligence for computational chemistry: a roadmap to predicting emergent phenomena.,Pratyush Tiwary;Lukas Herron;Richard John;Suemin Lee;Disha Sanwal;Ruiyu Wang,,,CoRR,,2024,10.48550/ARXIV.2409.03118,https://doi.org/10.48550/arXiv.2409.03118,DBLP,,
journals/corr/abs-2409-05176,Using Generative Artificial Intelligence Creatively in the Classroom: Examples and Lessons Learned.,Maria J. Molina;Amy McGovern;Jhayron S. Perez-Carrasquilla;Robin L. Tanamachi,,,CoRR,,2024,10.48550/ARXIV.2409.05176,https://doi.org/10.48550/arXiv.2409.05176,DBLP,,
journals/corr/abs-2409-06712,A Meta-analysis of College Students&apos; Intention to Use Generative Artificial Intelligence.,Yifei Diao;Ziyi Li;Jiateng Zhou;Wei Gao;Xin Gong,,,CoRR,,2024,10.48550/ARXIV.2409.06712,https://doi.org/10.48550/arXiv.2409.06712,DBLP,,
journals/corr/abs-2409-12244,Sparks of Artificial General Intelligence(AGI) in Semiconductor Material Science: Early Explorations into the Next Frontier of Generative AI-Assisted Electron Micrograph Analysis.,Sakhinana Sagar Srinivas 0001;Geethan Sannidhi;Sreeja Gangasani;Chidaksh Ravuru;Venkataramana Runkana,,,CoRR,,2024,10.48550/ARXIV.2409.12244,https://doi.org/10.48550/arXiv.2409.12244,DBLP,,
journals/corr/abs-2409-14511,Evaluation of Task Specific Productivity Improvements Using a Generative Artificial Intelligence Personal Assistant Tool.,Brian S. Freeman;Kendall Arriola;Dan Cottell;Emmett Lawlor;Matt Erdman;Trevor Sutherland;Brian Wells,,,CoRR,,2024,10.48550/ARXIV.2409.14511,https://doi.org/10.48550/arXiv.2409.14511,DBLP,,
journals/corr/abs-2409-15750,The Roles of Generative Artificial Intelligence in Internet of Electric Vehicles.,Hanwen Zhang 0004;Dusit Niyato;Wei Zhang 0082;Changyuan Zhao;Hongyang Du;Abbas Jamalipour;Sumei Sun;Yiyang Pei,,,CoRR,,2024,10.48550/ARXIV.2409.15750,https://doi.org/10.48550/arXiv.2409.15750,DBLP,,
journals/corr/abs-2409-16297,Analyzing Recursiveness in Multimodal Generative Artificial Intelligence: Stability or Divergence?,Javier Conde;Tobias Cheung;Gonzalo Martínez 0001;Pedro Reviriego;Rik Sarkar,,,CoRR,,2024,10.48550/ARXIV.2409.16297,https://doi.org/10.48550/arXiv.2409.16297,DBLP,,
journals/corr/abs-2409-17408,Sociotechnical Approach to Enterprise Generative Artificial Intelligence (E-GenAI).,Leoncio Jiménez;Francisco Venegas,,,CoRR,,2024,10.48550/ARXIV.2409.17408,https://doi.org/10.48550/arXiv.2409.17408,DBLP,,
journals/corr/abs-2410-00903,Causal Representation Learning with Generative Artificial Intelligence: Application to Texts as Treatments.,Kosuke Imai;Kentaro Nakamura,,,CoRR,,2024,10.48550/ARXIV.2410.00903,https://doi.org/10.48550/arXiv.2410.00903,DBLP,,
journals/corr/abs-2410-03494,Generative Artificial Intelligence for Navigating Synthesizable Chemical Space.,Wenhao Gao 0001;Shitong Luo;Connor W. Coley,,,CoRR,,2024,10.48550/ARXIV.2410.03494,https://doi.org/10.48550/arXiv.2410.03494,DBLP,,
journals/corr/abs-2410-13392,Metacognitive Monitoring: A Human Ability Beyond Generative Artificial Intelligence.,Markus Huff;Elanur Ulakçi,,,CoRR,,2024,10.48550/ARXIV.2410.13392,https://doi.org/10.48550/arXiv.2410.13392,DBLP,,
journals/corr/abs-2410-14024,"Ensemble-based, large-eddy reconstruction of wind turbine inflow in a near-stationary atmospheric boundary layer through generative artificial intelligence.",Alex Rybchuk;Luis A. Martínez-Tossas;Stefano Letizia;Nicholas Hamilton;Andy Scholbrock;Emina Maric;Daniel R. Houck;Thomas G. Herges;Nathaniel B. de Velder;Paula Doubrawa,,,CoRR,,2024,10.48550/ARXIV.2410.14024,https://doi.org/10.48550/arXiv.2410.14024,DBLP,,
journals/corr/abs-2410-15238,Economic Anthropology in the Era of Generative Artificial Intelligence.,Zachary Sheldon;Peeyush Kumar,,,CoRR,,2024,10.48550/ARXIV.2410.15238,https://doi.org/10.48550/arXiv.2410.15238,DBLP,,
journals/corr/abs-2410-18357,The Impact of Generative Artificial Intelligence on Ideation and the performance of Innovation Teams (Preprint).,Michael Gindert;Marvin Lutz Müller,,,CoRR,,2024,10.48550/ARXIV.2410.18357,https://doi.org/10.48550/arXiv.2410.18357,DBLP,,
journals/corr/abs-2410-20221,Generative linguistics contribution to artificial intelligence: Where this contribution lies?,,,,CoRR,,2024,10.48550/ARXIV.2410.20221,https://doi.org/10.48550/arXiv.2410.20221,DBLP,,
journals/corr/abs-2411-02255,The Enhancement of Software Delivery Performance through Enterprise DevSecOps and Generative Artificial Intelligence in Chinese Technology Firms.,,,,CoRR,,2024,10.48550/ARXIV.2411.02255,https://doi.org/10.48550/arXiv.2411.02255,DBLP,,
journals/corr/abs-2411-05027,Generative Artificial Intelligence Meets Synthetic Aperture Radar: A Survey.,Zhongling Huang;Xidan Zhang;Zuqian Tang;Feng Xu;Mihai Datcu;Junwei Han 0001,,,CoRR,,2024,10.48550/ARXIV.2411.05027,https://doi.org/10.48550/arXiv.2411.05027,DBLP,,
journals/corr/abs-2411-06376,Phantom: Constraining Generative Artificial Intelligence Models for Practical Domain Specific Peripherals Trace Synthesizing.,Zhibai Huang;Yihan Shen;Yongchen Xie;Zhixiang Wei;Yun Wang;Fangxin Liu;Tao Song 0003;Zhengwei Qi,,,CoRR,,2024,10.48550/ARXIV.2411.06376,https://doi.org/10.48550/arXiv.2411.06376,DBLP,,
journals/corr/abs-2411-06812,Generative midtended cognition and Artificial Intelligence. Thinging with thinging things.,Xabier E. Barandiaran;Marta Pérez-Verdugo,,,CoRR,,2024,10.48550/ARXIV.2411.06812,https://doi.org/10.48550/arXiv.2411.06812,DBLP,,
journals/corr/abs-2412-00508,Graph-to-SFILES: Control structure prediction from process topologies using generative artificial intelligence.,Lukas Schulze Balhorn;Kevin Degens;Artur M. Schweidtmann,,,CoRR,,2024,10.48550/ARXIV.2412.00508,https://doi.org/10.48550/arXiv.2412.00508,DBLP,,
journals/corr/abs-2412-01371,An overview of diffusion models for generative artificial intelligence.,Davide Gallon;Arnulf Jentzen;Philippe von Wurstemberger,,,CoRR,,2024,10.48550/ARXIV.2412.01371,https://doi.org/10.48550/arXiv.2412.01371,DBLP,,
journals/corr/abs-2412-19010,A theory of appropriateness with applications to generative artificial intelligence.,Joel Z. Leibo;Alexander Sasha Vezhnevets;Manfred Diaz;John P. Agapiou;William A. Cunningham;Peter Sunehag;Julia Haas;Raphael Koster;Edgar A. Duéñez-Guzmán;William S. Isaac;Georgios Piliouras;Stanley M. Bileschi;Iyad Rahwan;Simon Osindero,,,CoRR,,2024,10.48550/ARXIV.2412.19010,https://doi.org/10.48550/arXiv.2412.19010,DBLP,,
journals/corr/abs-2412-20960,Rise of Generative Artificial Intelligence in Science.,Liangping Ding;Cornelia Lawson;Philip Shapira,,,CoRR,,2024,10.48550/ARXIV.2412.20960,https://doi.org/10.48550/arXiv.2412.20960,DBLP,,
journals/access/ChenLYHLH23,High-Reliability Non-Contact Photoplethysmography Imaging for Newborn Care by a Generative Artificial Intelligence.,Yenming J. Chen;Lung-Chang Lin;Shu-Ting Yang;Kao-Shing Hwang;Chia-Te Liao;Wen-Hsien Ho,,,IEEE Access,,2023,10.1109/ACCESS.2023.3307637,https://doi.org/10.1109/ACCESS.2023.3307637,DBLP,,
journals/caeai/KohnkeMZ23,Exploring generative artificial intelligence preparedness among university language instructors: A case study.,Lucas Kohnke;Benjamin Luke Moorhouse;Di Zou,,,Comput. Educ. Artif. Intell.,,2023,10.1016/J.CAEAI.2023.100156,https://doi.org/10.1016/j.caeai.2023.100156,DBLP,,
journals/caeai/YilmazY23,"The effect of generative artificial intelligence (AI)-based tool use on students&apos; computational thinking skills, programming self-efficacy and motivation.",Ramazan Yilmaz;Fatma Gizem Karaoglan Yilmaz,,,Comput. Educ. Artif. Intell.,,2023,10.1016/J.CAEAI.2023.100147,https://doi.org/10.1016/j.caeai.2023.100147,DBLP,,
journals/cais/SlykeJS23,"Generative Artificial Intelligence in Information Systems Education: Challenges, Consequences, and Responses.",Craig Van Slyke;Richard D. Johnson;Jalal Sarabadani,,,Commun. Assoc. Inf. Syst.,,2023,,https://aisel.aisnet.org/cais/vol53/iss1/14,DBLP,,
journals/computer/AhmadMK23,Generative Artificial Intelligence and the Education Sector.,Norita B. Ahmad;San Murugesan;Nir Kshetri,,,Computer,,2023,10.1109/MC.2023.3263576,https://doi.org/10.1109/MC.2023.3263576,DBLP,,
journals/computer/Kshetri23c,The Economics of Generative Artificial Intelligence in the Academic Industry.,,,,Computer,,2023,10.1109/MC.2023.3278089,https://doi.org/10.1109/MC.2023.3278089,DBLP,,
journals/computer/Kshetri23e,Generative Artificial Intelligence and the Economics of Effective Prompting.,,,,Computer,,2023,10.1109/MC.2023.3314322,https://doi.org/10.1109/MC.2023.3314322,DBLP,,
journals/computer/ShinA23,Algorithmic Nudge: An Approach to Designing Human-Centered Generative Artificial Intelligence.,Donghee Shin;Norita B. Ahmad,,,Computer,,2023,10.1109/MC.2023.3278156,https://doi.org/10.1109/MC.2023.3278156,DBLP,,
journals/creativity/VartiainenT23,Using artificial intelligence in craft education: crafting with text-to-image generative models.,Henriikka Vartiainen;Matti Tedre,,,Digit. Creativity,,2023,10.1080/14626268.2023.2174557,https://doi.org/10.1080/14626268.2023.2174557,DBLP,,
journals/iai/Abrokwah-Larbi23,The role of generative artificial intelligence (GAI) in customer personalisation (CP) development in SMEs: a theoretical framework and research propositions.,,,,Ind. Artif. Intell.,,2023,10.1007/S44244-023-00012-4,https://doi.org/10.1007/s44244-023-00012-4,DBLP,,
journals/information/DaherDR23,Artificial Intelligence Generative Tools and Conceptual Knowledge in Problem Solving in Chemistry.,Wajeeh Daher;Hussam Diab;Anwar Rayan,,,Inf.,,2023,10.3390/INFO14070409,https://doi.org/10.3390/info14070409,DBLP,,
journals/information/HeSA23,Generative Adversarial Networks (GANs) for Audio-Visual Speech Recognition in Artificial Intelligence IoT.,Yibo He;Kah Phooi Seng;Li-Minn Ang,,,Inf.,,2023,10.3390/INFO14100575,https://doi.org/10.3390/info14100575,DBLP,,
journals/itpro/Kshetri23c,Can China Catch Up to the United States in Generative Artificial Intelligence?,,,,IT Prof.,,2023,10.1109/MITP.2023.3297384,https://doi.org/10.1109/MITP.2023.3297384,DBLP,,
journals/itpro/Kshetri23d,Generative Artificial Intelligence in Marketing.,,,,IT Prof.,,2023,10.1109/MITP.2023.3314325,https://doi.org/10.1109/MITP.2023.3314325,DBLP,,
journals/itpro/Kshetri23e,The Future of Education: Generative Artificial Intelligence&apos;s Collaborative Role With Teachers.,,,,IT Prof.,,2023,10.1109/MITP.2023.3333070,https://doi.org/10.1109/MITP.2023.3333070,DBLP,,
journals/jitech/SchlagweinW23,&apos;ChatGPT et al.&apos;: The ethics of using (generative) artificial intelligence in research and science.,Daniel Schlagwein;Leslie P. Willcocks,,,J. Inf. Technol.,,2023,10.1177/02683962231200411,https://doi.org/10.1177/02683962231200411,DBLP,,
journals/ns/Hosking23,How to assess the impact of generative artificial intelligence.,,,,Netw. Secur.,,2023,10.12968/S1353-4858(23)70053-6,https://doi.org/10.12968/s1353-4858(23)70053-6,DBLP,,
journals/tele/BaekK23,Is ChatGPT scary good? How user motivations affect creepiness and trust in generative artificial intelligence.,Tae Hyun Baek;Minseong Kim 0001,,,Telematics Informatics,,2023,10.1016/J.TELE.2023.102030,https://doi.org/10.1016/j.tele.2023.102030,DBLP,,
conf/cecnet/ZlatevaSPV23,A Conceptual Framework for Solving Ethical Issues in Generative Artificial Intelligence.,Plamena Zlateva;Liudmila Steshina;Igor Petukhov;Dimiter Velev,,,CECNet,,2023,10.3233/FAIA231182,https://doi.org/10.3233/FAIA231182,DBLP,,
conf/ecis/KowalczykRT23,Nudging Creativity in Digital Marketing with Generative Artificial Intelligence: Opportunities and Limitations.,Peter Kowalczyk;Marco Röder;Frédéric Thiesse,,,ECIS,,2023,,https://aisel.aisnet.org/ecis2023_rip/22,DBLP,,
conf/fie/MuhammadDM23,Authentic Assessment Design for Meeting the Challenges of Generative Artificial Intelligence.,Khan Muhammad 0001;Yu Dong;Nasrin Afsari Manesh,,,FIE,,2023,10.1109/FIE58773.2023.10343376,https://doi.org/10.1109/FIE58773.2023.10343376,DBLP,,
conf/ftc/Nazarova23,Application of Artificial Intelligence in Mental Healthcare: Generative Pre-trained Transformer 3 (GPT-3) and Cognitive Distortions.,,,,FTC,,2023,10.1007/978-3-031-47454-5_16,https://doi.org/10.1007/978-3-031-47454-5_16,DBLP,,
conf/hci/Cheng23a,The Impact of Generative Artificial Intelligence on Design Concept Ideation: Case Study on Lightweight Two-Wheeled Vehicles.,,,,HCI,,2023,10.1007/978-3-031-48057-7_3,https://doi.org/10.1007/978-3-031-48057-7_3,DBLP,,
conf/hci/HeLFW23,Revamping Interior Design Workflow Through Generative Artificial Intelligence.,Ziming He;Xiaomei Li;Ling Fan;Harry Jiannan Wang,,,HCI,,2023,10.1007/978-3-031-36001-5_78,https://doi.org/10.1007/978-3-031-36001-5_78,DBLP,,
conf/hhai/Vahabava23,The Risks Associated with Generative AI Apps in the European Artificial Intelligence Act.,,,,,,2023,,https://ceur-ws.org/Vol-3456/paper1-1.pdf,DBLP,,
conf/ic3i/FegadeRDMKK23,Unleashing the Power of Generative Artificial Intelligence: Exploring its Boundless Potential and Overcoming Challenges in Academic Environments.,Atul Fegade;Rajesh Raut;Amruta Deshpande;Amit Mittal;Natashaa Kaul;Vandana Khanna,,,IC3I,,2023,10.1109/IC3I59117.2023.10397917,https://doi.org/10.1109/IC3I59117.2023.10397917,DBLP,,
conf/icce-tw/YuHanC23,Investigating the Impact of Generative Artificial Intelligence on Brainstorming: A Preliminary Study.,Chiu Yu-Han;Chen Chun-Ching,,,ICCE-Taiwan,,2023,10.1109/ICCE-TAIWAN58799.2023.10226617,https://doi.org/10.1109/ICCE-Taiwan58799.2023.10226617,DBLP,,
conf/icce/WangZL0W23,A Systematic Review of Generative Artificial Intelligence in Language Education.,Zilin Wang;Di Zou;Lap-Kei Lee;Haoran Xie 0001;Fu Lee Wang,,,ICCE,,2023,10.58459/ICCE.2023.1199,https://doi.org/10.58459/icce.2023.1199,DBLP,,
conf/icer/AmoozadehDCNKHA22,Towards Characterizing Trust in Generative Artificial Intelligence among Students.,Matin Amoozadeh;David Daniels;Stella Chen;Daye Nam;Aayush Kumar;Michael Hilton;Mohammad Amin Alipour;Sruti Srinivasa Ragavan,,,ICER,,2023,10.1145/3568812.3603469,https://doi.org/10.1145/3568812.3603469,DBLP,,
conf/icetm/HsiaoZ23,Research on the educational application of generative artificial intelligence images in the design of semiotics learning models.,Ming-Yu Hsiao;Simo Zhang,,,ICETM,,2023,10.1145/3637907.3637947,https://doi.org/10.1145/3637907.3637947,DBLP,,
conf/icieai/MaL23,Opportunities and Challenges of Generative Artificial Intelligence in Facilitating Learning for Chinese University Students.,Shuaiyao Ma;Lei Lei,,,ICIEAI,,2023,10.1145/3660043.3660178,https://doi.org/10.1145/3660043.3660178,DBLP,,
conf/icieai/WuCH23,Challenges that generative artificial intelligence poses to higher education and management and the countermeasures - A visualized analysis of literature from 2019 to 2023 using CiteSpace.,Dongjie Wu;Lizhu Chen;Yunbing Han,,,ICIEAI,,2023,10.1145/3660043.3660174,https://doi.org/10.1145/3660043.3660174,DBLP,,
conf/icis/KishoreHNQ23,Should ChatGPT be Banned at Schools? Organizing Visions for Generative Artificial Intelligence (AI) in Education.,Shohil Kishore;Yvonne Hong;Andy Nguyen;Saima Qutab,,,ICIS,,2023,,https://aisel.aisnet.org/icis2023/learnandiscurricula/learnandiscurricula/5,DBLP,,
conf/iti2/0001B23,Study of Generative Artificial Intelligence&apos;s Biases on the Example of Images Produced by the Stable Diffusion Model.,Oksana Herasymenko 0001;Maksym Borysenko,,,,,2023,,https://ceur-ws.org/Vol-3646/Paper_18.pdf,DBLP,,
conf/iti2/TsyganokKTPT23,Strategic Planning Technology: Application Aspects of Artificial Intelligence Linguistic Generative Models.,Vitaliy Tsyganok;Yaroslav Khrolenko;Volodymyr Tsyhanok;Serhii Patuk;Olena Trubitsyna,,,IT&amp;I,,2023,,https://ceur-ws.org/Vol-3624/Paper_32.pdf,DBLP,,
conf/its2/LandeFS23,Research of Networks of Cyber Security Subjects by Means of Generative Artificial Intelligence.,Dmytro Lande;Anatolii Feher;Leonard Strashnoy,,,ITS,,2023,,https://ceur-ws.org/Vol-3887/paper3.pdf,DBLP,,
conf/meco/KuzluXSCGG23,The Rise of Generative Artificial Intelligence in Healthcare.,Murat Kuzlu;Zhenxin Xiao;Salih Sarp;Ferhat Özgür Çatak;Necip Gurler;Ozgur Guler,,,MECO,,2023,10.1109/MECO58584.2023.10155107,https://doi.org/10.1109/MECO58584.2023.10155107,DBLP,,
conf/stpis/MakkonenSP23,The effects of job and user characteristics on the perceived usefulness and use continuance intention of Generative Artificial Intelligence chatbots at work.,Markus Makkonen;Markus Salo;Henri Pirkkalainen,,,STPIS,,2023,,https://ceur-ws.org/Vol-3598/paper9.pdf,DBLP,,
conf/tale/ZhengT23,The Impact of Generative Artificial Intelligence-based Formative Feedback on the Mathematical Motivation of Chinese Grade 4 Students: a Case Study.,Wenqi Zheng;Alex Wing Cheung Tse,,,TALE,,2023,10.1109/TALE56641.2023.10398319,https://doi.org/10.1109/TALE56641.2023.10398319,DBLP,,
journals/corr/abs-2303-01255,Combining Generative Artificial Intelligence (AI) and the Internet: Heading towards Evolution or Degradation?,Gonzalo Martínez 0001;Lauren Watson;Pedro Reviriego;José Alberto Hernández 0001;Marc Juarez;Rik Sarkar,,,CoRR,,2023,10.48550/ARXIV.2303.01255,https://doi.org/10.48550/arXiv.2303.01255,DBLP,,
journals/corr/abs-2307-01898,Generative Artificial Intelligence Consensus in a Trustless Network.,Edward Kim 0006;Isamu Isozaki;Naomi Sirkin;Michael P. Robson,,,CoRR,,2023,10.48550/ARXIV.2307.01898,https://doi.org/10.48550/arXiv.2307.01898,DBLP,,
journals/corr/abs-2307-07522,The Future of Fundamental Science Led by Generative Closed-Loop Artificial Intelligence.,Hector Zenil;Jesper Tegnér;Felipe S. Abrahão;Alexander Lavin;Vipin Kumar 0001;Jeremy G. Frey;Adrian Weller;Larisa N. Soldatova;Alan R. Bundy;Nicholas R. Jennings;Koichi Takahashi;Lawrence Hunter;Saso Dzeroski;Andrew Briggs;Frederick D. Gregory;Carla P. Gomes;Christopher K. I. Williams;Jonathan E. Rowe;James A. Evans;Hiroaki Kitano;Joshua B. Tenenbaum;Ross D. King,,,CoRR,,2023,10.48550/ARXIV.2307.07522,https://doi.org/10.48550/arXiv.2307.07522,DBLP,,
journals/corr/abs-2307-08974,"Development of the ChatGPT, Generative Artificial Intelligence and Natural Large Language Models for Accountable Reporting and Use (CANGARU) Guidelines.",Giovanni E. Cacciamani;Michael B. Eppler;Conner Ganjavi;Asli Pekcan;Brett Biedermann;Gary S. Collins;Inderbir S. Gill,,,CoRR,,2023,10.48550/ARXIV.2307.08974,https://doi.org/10.48550/arXiv.2307.08974,DBLP,,
journals/corr/abs-2308-03301,What has ChatGPT read? The origins of archaeological citations used by a generative artificial intelligence application.,,,,CoRR,,2023,10.48550/ARXIV.2308.03301,https://doi.org/10.48550/arXiv.2308.03301,DBLP,,
journals/corr/abs-2309-12331,"Approaches to Generative Artificial Intelligence, A Social Justice Perspective.",,,,CoRR,,2023,10.48550/ARXIV.2309.12331,https://doi.org/10.48550/arXiv.2309.12331,DBLP,,
journals/corr/abs-2310-09243,Augmented Computational Design: Methodical Application of Artificial Intelligence in Generative Design.,Pirouz Nourian;Shervin Azadi;Roy Uijtendaal;Nan Bai,,,CoRR,,2023,10.48550/ARXIV.2310.09243,https://doi.org/10.48550/arXiv.2310.09243,DBLP,,
journals/corr/abs-2310-09685,Generative artificial intelligence for de novo protein design.,Adam Winnifrith;Carlos Outeiral;Brian Hie,,,CoRR,,2023,10.48550/ARXIV.2310.09685,https://doi.org/10.48550/arXiv.2310.09685,DBLP,,
journals/corr/abs-2310-18648,Generative Artificial Intelligence for Software Engineering - A Research Agenda.,Anh Nguyen-Duc 0001;Beatriz Cabrero Daniel;Adam Przybylek;Chetan Arora 0002;Dron Khanna;Tomas Herda;Usman Rafiq;Jorge Melegati;Eduardo Guerra 0001;Kai-Kristian Kemell;Mika Saari;Zheying Zhang;Huy Le;Tho Quan 0001;Pekka Abrahamsson,,,CoRR,,2023,10.48550/ARXIV.2310.18648,https://doi.org/10.48550/arXiv.2310.18648,DBLP,,
journals/corr/abs-2310-19206,Leveraging generative artificial intelligence to simulate student learning behavior.,Songlin Xu;Xinyu Zhang,,,CoRR,,2023,10.48550/ARXIV.2310.19206,https://doi.org/10.48550/arXiv.2310.19206,DBLP,,
